,mae,val_mae
0,0.24956370890140533,0.09020420908927917
1,0.05520247668027878,0.07898049056529999
2,0.0465095154941082,0.07375172525644302
3,0.04219919815659523,0.07255803048610687
4,0.03914192318916321,0.08007663488388062
5,0.03824933245778084,0.07451972365379333
6,0.03732900694012642,0.08028383553028107
7,0.037361517548561096,0.0727526992559433
8,0.03529342636466026,0.07766920328140259
9,0.038701072335243225,0.06525443494319916
10,0.036119233816862106,0.07128150016069412
11,0.035407233983278275,0.0638279840350151
12,0.03578884154558182,0.07493481785058975
13,0.03404644504189491,0.05381317809224129
14,0.037566348910331726,0.06584998220205307
15,0.0328608863055706,0.0776573196053505
16,0.03437624126672745,0.06466645002365112
17,0.03254171460866928,0.06274829059839249
18,0.032895367592573166,0.05029689893126488
19,0.0328204371035099,0.04554225131869316
20,0.03321705386042595,0.059947848320007324
21,0.03303803503513336,0.06675968319177628
22,0.03199462220072746,0.05844595283269882
23,0.03163403272628784,0.045447539538145065
24,0.0312420092523098,0.04800756648182869
